"operational_day","estimated_avoidable_deaths","SWASFT_(SWASFT) Number of HCP Incidents","SevernSide_(Severnside) Calls Answered","BRI_Number of Admissions","NBT_Number of Admissions","WGH_Number of Admissions","Sirona - Bristol_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - SG_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - SG_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - Bristol_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - NS_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - SG_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","BRI_G&A Bed occupancy","NBT_G&A Bed occupancy","WGH_G&A Bed occupancy","North Bristol NHS Trust_Ambulance Queue","Bristol Royal Infirmary_Cohorting & Reverse Queue","North Bristol NHS Trust_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Total Breaches Since Midnight","Bristol Royal Infirmary_Total Breaches Since Midnight","North Bristol NHS Trust_Total Breaches Since Midnight","Weston_Total Breaches Since Midnight","Bristol Royal Infirmary_Ambulance Queue","Weston_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Infirmary_Ambulance Handovers 60mins (Since Midnight)","Weston_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Hospital for Children_Handover to Clear 60mins (Since Midnight)","Bristol Royal Infirmary_Handover to Clear 60mins (Since Midnight)","Weston_Handover to Clear 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_OPEL","North Bristol NHS Trust_Ambulance Handovers 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 1 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 2 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 3 - BNSSG Mean Response (Since Midnight)","North Bristol NHS Trust_Handover to Clear 60mins (Since Midnight)","BNSSG Adult Health Community Services_OPEL","Bristol Royal Infirmary_OPEL","North Bristol NHS Trust_OPEL","SevernSide Integrated Urgent Care System_OPEL","Weston_OPEL","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 4 - BNSSG Mean Response (Since Midnight)","SevernSide Integrated Urgent Care System_Number of Cases on IUC CAS Queue","Sirona - Total_NBT NCtR >= 65 years old","Sirona - Total_NBT NCtR Beddays","Sirona - Total_NBT NCtR Patients","Sirona - Total_NBT P1 NCtR Patients","Sirona - Total_NBT P2 NCtR Patients","Sirona - Total_NBT P3 NCtR Patients","Bristol Royal Infirmary_% of patients spending >12 hours in ED","Weston_% of patients spending >12 hours in ED","Bristol Royal Infirmary_Aggregated NHSE OPEL Score","Weston_Aggregated NHSE OPEL Score","Bristol Royal Infirmary_Automated OPEL","Weston_Automated OPEL","Bristol Royal Infirmary_Majors and resuscitation occupancy (adult)","Weston_Majors and resuscitation occupancy (adult)","ICU_admissions"
2023-04-29,0.730286676589309,31,1307,146,100,72,60,0,35,12,16,52,10,3,616,872,276,1.125,4.03488372093023,0.5,8.0625,28.5538461538461,22.5625,9.91176470588236,2.19767441860465,2.64444444444444,0.604166666666667,11.25,0.802083333333333,0,0,0,3,2.0625,530.648936170213,1960.88421052632,3326.61052631579,0,3.75,3,2,2.94444444444444,4,6753,66,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-04-30,0.622574339361417,20,1163,133,101,42,52,2,31,24,16,52,11,3,621,884,271,0.659574468085107,4.17582417582418,0.5,6.62121212121212,22.7808219178082,17.1702127659574,10.7142857142857,0.868131868131868,3.14545454545455,0.447916666666666,7.6875,0.4375,0.0104166666666667,0,0.166666666666667,3,0.479166666666666,467.642105263158,1633.58510638298,3864.30952380952,0,3.5,3,3,2.88888888888889,4,5964.71428571429,213.333333333333,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-01,0.766800040643052,23,1266,153,84,23,52,2,32,14,16,51,11,3,644,890,276,0.78494623655914,3.45882352941176,0,8.68571428571429,37.3448275862069,24.3763440860215,11.0645161290323,1.93103448275862,4.50819672131148,0,9.76041666666667,0.625,0.625,0,0,3,0.822916666666667,411.968085106383,1220.05263157895,3183.25842696629,0.302083333333333,3.25,3,3,2.83333333333333,4,2007.18421052632,254.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-02,0.675886500778657,53,771,200,209,29,32,0,21,12,16,50,10,6,669,908,278,0.8,3.74418604651163,0.0526315789473684,5.95714285714286,24.2307692307692,22.7368421052632,12.45,0.295454545454545,5.70454545454546,0,3.35416666666667,3.67708333333333,0.458333333333334,0,0,3,0.0208333333333334,500.58064516129,1114.55789473684,2656.72826086957,0.552083333333333,3,3.5,3,2.77777777777778,4,6591.84210526316,222,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-03,1.16068770505717,68,663,219,196,50,56,0,23,16,6,50,9,4,684,912,273,1.42105263157895,6.30681818181818,0.599999999999999,5.89655172413793,21.0819672131148,36.6421052631579,17.725,6.17045454545454,6.53409090909091,0,14.3958333333333,6.95833333333333,0,0.21875,0,3,2.51041666666667,546.78947368421,1828.81052631579,5497.45882352941,0.885416666666667,3,4,3,2.72222222222222,4,8507.18181818182,40.6666666666667,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-04,0.857637471948671,33,720,227,187,87,58,1,24,12,5,46,9,4,684,902,276,0.651162790697674,6.07894736842105,2.18604651162791,6,48.5,54.7906976744186,12.3235294117647,4.89473684210526,5.39473684210526,0.116279069767442,46.5348837209302,10.6046511627907,0,0,0,3,4.95348837209302,546.837209302326,1665.18604651163,5321.90697674419,0,3,4,3,2.66666666666667,4,5194,30,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-05,0.899846251713982,39,516,233,191,57,58,1,22,15,10,48,4,3,654,891,278,0.63541514309395,5.96647173489279,2.00814197260007,5.5,44.3935185185185,49.9607040124811,11.1764705882353,4.35828460038986,5.24617224880383,0.103359173126615,41.5152844814977,9.42635658914728,0,0.0607966457023061,0,3,4.97123494710156,555.939154599971,1597.03120276925,4970.86428235847,0,3,4,3,2.61111111111111,4,6935.37320574163,36,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-06,0.384186268342254,29,1002,131,120,60,81,3,24,18,7,46,9,6,658,882,277,0.619667495490225,5.85399610136452,1.83023743357223,5,40.287037037037,45.1307103505436,10.0294117647059,3.82183235867446,5.09760765550239,0.090439276485788,36.4956852420652,8.24806201550387,0,0.121593291404612,0,3,4.98898152211009,565.041099897616,1528.87635902686,4619.82158797275,0,3,4,3,2.55555555555556,4,8676.74641148325,42,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-07,0.523723798083827,32,921,119,94,24,70,2,24,15,7,43,10,6,669,888,280,0.6039198478865,5.74152046783626,1.65233289454439,4.5,36.1805555555556,40.3007166886061,8.88235294117647,3.28538011695906,4.94904306220096,0.0775193798449612,31.4760860026327,7.06976744186046,0,0.182389937106918,0,3,5.00672809711862,574.143045195261,1460.72151528448,4268.77889358703,0,3,4,3,2.5,4,10418.1196172249,48,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-08,0.974484958863273,25,957,146,98,24,51,1,23,18,6,44,10,6,681,897,278,0.588172200282775,5.62904483430799,1.47442835551655,4,32.0740740740741,35.4707230266686,7.73529411764706,2.74892787524366,4.80047846889952,0.0645994832041343,26.4564867632002,5.89147286821705,0,0.243186582809224,0,3,5.02447467212715,583.244990492906,1392.5666715421,3917.73619920132,0,3,4,3,2.44444444444444,4,12159.4928229665,54,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-09,0.942227675135788,51,822,224,200,45,47,0,15,14,6,44,10,5,706,914,281,0.57242455267905,5.51656920077973,1.29652381648871,3.5,27.9675925925926,30.6407293647311,6.58823529411765,2.21247563352826,4.65191387559809,0.0516795865633074,21.4368875237677,4.71317829457364,0,0.30398322851153,0,3,5.04222124713568,592.346935790551,1324.41182779972,3566.6935048156,0,3,4,3,2.38888888888889,4,13900.8660287081,60,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-10,1.3341801016122,27,715,250,202,71,38,1,17,12,6,49,7,5,707,918,281,0.556676905075325,5.40409356725146,1.11861927746087,3,23.8611111111111,25.8107357027936,5.44117647058824,1.67602339181287,4.50334928229665,0.0387596899224806,16.4172882843352,3.53488372093023,0,0.364779874213836,0,3,5.05996782214422,601.448881088196,1256.25698405734,3215.65081042988,0,3,4,3,2.33333333333333,4,15642.2392344498,66,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-11,1.11651587910444,35,649,219,199,70,32,0,19,18,8,51,10,4,715,901,285,0.540929257471601,5.2916179337232,0.940714738433036,2.5,19.7546296296296,20.9807420408561,4.29411764705882,1.13957115009747,4.35478468899522,0.0258397932816537,11.3976890449027,2.35658914728682,0,0.425576519916142,0,3,5.07771439715275,610.550826385842,1188.10214031495,2864.60811604416,0,3,4,3,2.27777777777778,4,17383.6124401914,72,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-12,0.787563263168658,46,763,217,180,61,47,3,21,7,7,56,4,4,684,884,291,0.525181609867876,5.17914230019493,0.762810199405197,2,15.6481481481481,16.1507483789186,3.14705882352941,0.603118908382066,4.20622009569378,0.0129198966408269,6.37808980547024,1.17829457364341,0,0.486373165618449,0,3,5.09546097216128,619.652771683487,1119.94729657257,2513.56542165845,0,3,4,3,2.22222222222222,4,19124.985645933,78,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-13,0.527057241669944,35,989,144,119,63,41,12,29,15,10,54,7,3,657,897,296,0.509433962264151,5.06666666666667,0.584905660377358,1.5,11.5416666666667,11.3207547169811,2,0.0666666666666667,4.05765550239234,0,1.35849056603774,0,0,0.547169811320755,0,3,5.11320754716981,628.754716981132,1051.79245283019,2162.52272727273,0,3,4,3,2.16666666666667,4,20866.3588516746,84,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-14,0.606952160762359,36,853,124,100,43,45,2,34,14,11,58,8,8,662,911,299,2.125,3.3448275862069,1.94791666666667,1.625,15.7105263157895,25.59375,3.5,0,3.90909090909091,0,1.39583333333333,0,0,0.40625,0,3,4.14583333333333,412.802083333333,2035.13978494624,4678.63888888889,0,3,2,3,2.11111111111111,4,22607.7320574163,144,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-15,0.853075345911652,47,798,245,183,22,44,1,24,5,8,57,8,3,678,913,289,1.33333333333333,6.01204819277108,0.447916666666666,3.7037037037037,31.8545454545455,32.1979166666667,7,2.03614457831325,4.23404255319149,0,10.375,0.572916666666666,0,0.770833333333333,0,3,7.76041666666666,526.966666666667,2185.72826086957,5075.15789473684,0.354166666666667,3,3,3,2.05555555555556,4,24349.1052631579,150,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-05-16,0.636563125107858,32,669,195,189,75,35,0,25,14,9,57,10,5,672,908,281,0.989473684210526,4.63636363636364,1.85263157894737,4.89393939393939,19.8225806451613,28.8315789473684,17.2631578947368,0.238636363636364,3.77551020408163,0,8.51041666666666,1.0625,0,0.34375,0,3,0.46875,448.387096774194,1153.57446808511,3900.51578947368,0,3,3,3,2,4,3183.88311688312,34,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-17,0.45967312762874,57,680,185,197,69,33,2,22,17,8,53,6,7,682,908,281,0.739583333333333,4.83529411764706,0.614583333333334,8.61194029850746,12.8360655737705,33.2604166666667,10.8285714285714,1.2,4,0,3.95833333333333,0,0,0.40625,0,3,0.0208333333333334,440.137931034483,1103.17894736842,2573.95604395604,0.166666666666667,3,3,3,2.5,3,3135.76470588235,29,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-18,0.390938974431128,48,607,216,192,59,34,4,21,14,4,54,9,9,679,885,275,1.19791666666667,4.18421052631579,1.32291666666667,8.16071428571428,27.640625,31.03125,10.0526315789474,1.0375,3.18604651162791,0.0416666666666667,7.875,0.53125,0,0.104166666666667,0,3,1.9375,549.652631578947,1336.11578947368,3613.83146067416,0.3125,3,3,3,3,3,3739.94545454545,25,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-19,0.299719737478456,46,602,193,187,64,31,11,23,12,2,53,8,7,667,876,273,0.810526315789474,4.83333333333333,1.32631578947368,9.375,34.234375,26.9473684210526,16.3714285714286,0.925000000000001,2.53125,0.40625,2.84375,0.40625,0,0.40625,0,3,1.03125,465.655172413793,1584.45454545455,4136.3875,0.40625,3,2,3,1,2,998.745098039216,35,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-20,0.309092312573856,29,976,127,120,51,40,15,30,15,4,53,8,5,655,881,273,0.697916666666667,4.71604938271605,0.34375,11.6140350877193,26.6393442622951,25.3541666666667,11.2424242424242,0.481481481481482,2.446125,0,2.85416666666666,0,0,0,0,3,0,431.46875,1596.28125,2968.86956521739,0,3,3,2,2,2,2532.74576271186,59,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-21,0.331783719626385,37,920,133,104,34,34,7,28,15,7,58,8,5,663,885,273,0.979166666666667,3.83950617283951,0.34375,10.4142857142857,33.8529411764706,19.3854166666667,6.03125,0.523255813953488,2.361,0.447916666666667,4.6875,0.572916666666666,0,0.0208333333333334,0,3,0,374.736842105263,1299.98947368421,3791.88505747127,0,3,3,3,3,2,998,160,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-22,0.361557840833704,51,704,211,215,31,34,0,30,15,4,57,9,5,673,906,289,0.891304347826087,3.59493670886076,1.15217391304348,10.3636363636364,31.8363636363636,29.9782608695652,19.5428571428571,2.39285714285714,2.275875,0.40625,10.46875,0.791666666666667,0,0.770833333333333,0,3,0.854166666666667,504.652631578947,1880.91397849462,5708.41304347826,0,3,3,2,4,3,6877.04,156,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-23,0.494615662228253,48,662,218,238,66,41,0,14,13,4,56,9,3,660,912,273,1.03125,5.26966292134832,1.11458333333333,9.28358208955224,21.3239436619718,35.1875,23.05,0.247191011235955,2.19075,0,5.96875,0,0,0.40625,0,3,2.64583333333333,535.914893617021,1782.06451612903,4909.35483870968,0,3,4,3,3.66666666666667,2,12756.08,29,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-24,0.416240311889192,54,626,204,200,56,36,1,31,15,3,57,8,3,661,909,271,1.34375,5.60493827160494,2.52083333333333,9.21153846153846,26.1016949152542,40.1979166666667,12.3333333333333,1.16049382716049,2.105625,0,3.74193548387097,0.0537634408602151,0,0,0,3,8.56989247311828,526.326086956522,2074.04444444444,4886.92222222222,0.430107526881721,3,3,3,3.33333333333333,2,12775,18,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-25,0.357604289027226,41,603,190,198,43,30,2,11,12,6,55,9,5,653,894,271,1.33333333333333,4.95238095238095,1.9375,4.22413793103448,21.1212121212121,45.53125,6.94444444444445,1.75,2.0205,0,5.55208333333333,0,0.510416666666666,0,0,3,2.90625,493.729166666667,1427.81720430108,4868.10843373494,0.208333333333333,3,3,3,3,2,1665,25,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-26,0.276400641886359,46,656,207,160,51,32,11,11,5,5,59,7,4,637,878,271,0.8,4.07594936708861,0.905263157894737,8.53030303030303,25.6379310344828,32.1684210526316,10.5588235294118,1.66279069767442,1.935375,0,12.7395833333333,2.125,0.40625,0,0,3,0.0104166666666667,497.968085106383,1940.04255319149,4816.02409638554,0,4,3,3,4,2,3063.48484848485,29,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-27,0.185197553796077,18,1049,139,121,61,28,6,14,12,4,59,6,2,625,891,271,0.75,2.73076923076923,0.427083333333334,5.95238095238095,30.125,27.28125,11.8571428571429,0,1.85025,0,7.03125,0.8125,0,0,0,3,0.395833333333333,484.778947368421,1513.13541666667,4329.87096774193,0,4,2,3,2,2,2515.16949152542,69,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-28,0.175569748342264,29,816,135,99,44,22,3,12,12,5,61,2,2,636,872,271,0.915789473684211,2.27272727272727,1.07368421052632,4.04347826086957,37.0857142857143,28.8526315789474,11.9761904761905,0.0224719101123595,1.765125,0.510416666666666,0.78125,0.208333333333333,0,0.208333333333333,0.09375,3,0.645833333333333,390.326315789474,1802.03157894737,4030.50549450549,0.114583333333333,3.66666666666667,3,3,2.66666666666667,2,921.965517241379,120.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-29,0.204381314484941,31,1059,153,125,28,38,3,11,12,7,62,2,2,674,897,271,1.08333333333333,2.74683544303797,1.88541666666667,3.28205128205128,33.75,42.125,11.2272727272727,0.0208333333333334,1.68,0.40625,0.96875,0,0,0.40625,0,3,2.61458333333334,625,1864.93548387097,5070.5054945055,0,3.33333333333333,2,3,3.33333333333333,2,2142.61538461539,129,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-30,0.307558844290287,46,701,229,188,30,36,3,10,11,6,61,7,3,683,902,271,1.01052631578947,3.66315789473684,1.63157894736842,3.84745762711864,29.7162162162162,52.4947368421052,16,0.21875,2,0,1,0.09375,0,0.15625,0.09375,3,4.10416666666667,426.574468085106,1401.54255319149,5833.92222222222,0.354166666666667,3,3,3,4,3,3886,169,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-05-31,0.49107338314766,42,619,188,185,53,27,2,7,10,5,62,8,4,677,915,271,1.21875,4.42708333333333,2.1875,9.02564102564103,25.4931506849315,19.78125,15.5161290322581,1.05208333333333,4.18571428571429,0,5.53846153846154,1.08791208791209,0,0,0.428571428571429,3,2.65934065934066,412.702380952381,1791.06896551724,3838.06097560976,0,3,2,3,3.33333333333333,3,16405,24,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-01,0.345550153753838,29,606,192,205,48,26,3,8,9,2,63,7,4,679,908,273,1.25,3.35294117647059,2.5625,3.48979591836735,27.4,40.1145833333333,9.58974358974359,0,4.62857142857143,0,2.42708333333333,0.78125,0,0,0,3,4.42708333333333,436.354166666667,1406.07368421053,2743.87640449438,0.0416666666666667,3,2,3,2.66666666666667,2,16405,25,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-02,0.360102191403682,49,650,199,201,59,31,10,19,8,7,70,9,4,636,895,273,0.68421052631579,3.33333333333333,1.41052631578947,3.56,14.3611111111111,27.7578947368421,12.5135135135135,0,3.1,0,0,0.927083333333333,0,0,0,3,2.53125,581.903225806452,1578.62105263158,4186.39361702128,0.697916666666667,3,3,3,2,3,5200,39,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-03,0.253440082997727,18,1122,111,96,52,34,8,15,14,2,71,3,4,654,887,273,0.854166666666667,2.29508196721311,0.8125,2.88059701492537,27.6710526315789,28.5104166666667,10.3414634146341,0.40625,3.02368421052632,0,2.92708333333333,0.552083333333334,0,0.322916666666667,0,3,0.729166666666667,499.389473684211,1601.92391304348,4485.3956043956,0.21875,3,3,3,1.83333333333333,3,8190.52380952381,94.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-04,0.31757605949919,33,973,141,99,35,36,4,16,3,4,71,4,4,665,892,273,0.697916666666667,3.16483516483516,0.427083333333334,2.72602739726027,32.9315068493151,30.0208333333333,16.5384615384615,0,2.94736842105263,0,3.25,0.6875,0,0.40625,0,3,0.614583333333334,454.608695652174,1552.12631578947,4793.96470588235,0.385416666666667,3,3,3,1.66666666666667,3,9671.49122807018,125.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-05,0.704827061415178,49,791,200,200,28,32,4,11,16,3,70,4,4,681,912,276,0.71875,5.80208333333333,1.01041666666667,5.58974358974359,40.640625,20.3333333333333,11.1538461538461,2.34375,4.76041666666667,0,5.17708333333333,0.489583333333334,0,0,0,3,0.395833333333333,553.147368421053,1996.33695652174,6563.02739726027,0,3,4,3,1.5,4,2113,119,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-06,0.801920609205192,42,609,230,190,70,24,2,7,12,2,68,8,4,690,917,279,1.22916666666667,5.75,2.8125,4.73333333333333,26.1142857142857,32.8854166666667,14.1219512195122,1.69791666666667,5.1,0,10.46875,1.83333333333333,0,0.25,0,3,2.77083333333333,467.106382978723,2422.27777777778,4798.25,0,3,3,3,1.33333333333333,4,1503.73076923077,37,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-07,0.337444704083389,43,671,218,197,59,25,3,12,14,2,63,6,3,688,921,273,1.23958333333333,3.96739130434783,1.98958333333333,8.74285714285714,20.0441176470588,35.1770833333333,13.7179487179487,0,3.93333333333333,0,0.479166666666667,0,0,0,0,3,6.23958333333333,526.703296703297,1248.55319148936,2744.40659340659,0,3,3,3,1.16666666666667,3,894.461538461538,21,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-08,0.448907106939882,47,662,196,194,62,29,3,6,13,3,63,4,2,681,919,271,0.833333333333333,4.69444444444444,1.46875,6.91666666666667,21.94,23.1354166666667,27,0.569444444444444,2.56521739130435,0.0520833333333333,2.84375,0.260416666666667,0,0.541666666666666,0,3,3.80208333333333,522.13829787234,1332.24731182796,3833.575,0,3,3,3,1,2,1113.13559322034,24,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-09,0.37044738551973,69,712,224,194,67,32,3,11,4,7,56,4,4,646,904,272,1.36458333333333,3.42045454545455,1.94791666666667,3.13636363636364,19.2388059701493,24.8854166666667,17.1538461538461,0,1.91666666666667,0,2.85416666666667,0.21875,0,0.40625,0,3,2.86458333333333,661.311827956989,2096.66315789474,5381.4625,0.53125,3,3,3,3,3,1075.65,27,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-10,0.374017354260803,28,1123,139,112,66,33,4,6,15,8,62,3,3,643,908,272,0.635416666666667,2.31111111111111,1.34375,4.21428571428571,24.6140350877193,25.9270833333333,13.5714285714286,0.0131578947368421,2.38461538461538,0,1.94791666666667,1.77083333333333,0,0,0.0520833333333333,3,1.27083333333333,445.075268817204,1567.74736842105,4413.13978494624,0.40625,3,3,3,3,3,1060.45833333333,69.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-11,0.707879461090044,19,1107,116,87,46,40,1,11,14,7,58,4,3,663,904,272,1.91666666666667,2.38356164383562,1.69791666666667,6.29032258064516,38.0483870967742,43.1875,9.25714285714286,0.614457831325301,3.8,0.239583333333333,4.34375,0.302083333333333,0,0,0,3,3.52083333333333,462.382978723404,1287.58510638298,4287.03488372093,0,3,3,3,3,3,1448,146.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-12,0.89588510726686,49,839,205,208,23,44,5,21,15,6,58,4,3,676,908,276,0.96875,4.25974025974026,1.79166666666667,11.2352941176471,33.9019607843137,29.6041666666667,13.9642857142857,0.831168831168831,6.55844155844156,0,7.21875,2.875,0.0104166666666667,0.166666666666667,0,3,1.29166666666667,430.505376344086,2369.32631578947,6796.74025974026,0,3,3,3,3,4,1306.5,177,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-13,0.847229711827983,38,756,214,224,61,44,0,9,14,6,58,5,4,672,912,280,1.11458333333333,7.73809523809524,2.47916666666667,6.66129032258065,20.4,32.3125,12.3333333333333,4.48809523809524,6.42857142857143,0,10.7395833333333,3.20833333333333,0.40625,0.53125,0,3,2.41666666666667,562.697916666667,5463.41176470588,7229.56923076923,0,3,4,4,3,4,1165,45,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-14,0.77216013851684,51,698,182,188,69,50,2,7,14,1,57,7,2,651,902,280,2.28125,7.42857142857143,3.23958333333333,6.17808219178082,24.4516129032258,42.1458333333334,5.36111111111111,3.62637362637363,4.60344827586207,0,17.3125,1.27083333333333,0.302083333333333,0,0,3,5.89583333333333,538.821052631579,3533.56976744186,5559.57692307692,0.28125,3,3,3,2.71428571428571,4,1023.5,44,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-15,0.610083129528807,45,732,161,178,58,46,3,8,13,0,56,7,2,656,892,271,1.02083333333333,7.14606741573034,1.21875,3.14035087719298,17.2985074626866,21.125,11.7777777777778,0.0112359550561798,2,0.145833333333333,9.53125,0.21875,0,0,0,3,4.61458333333333,583.547368421053,2066.05263157895,5459.70454545455,0,3,3,3,2.42857142857143,2,882,29,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-16,0.289794458868327,46,735,169,176,57,55,10,9,12,2,53,3,2,611,878,271,0.9375,2.84269662921348,0.71875,6.3421052631579,10.1267605633803,15.65625,17.3076923076923,0.0112359550561798,1.91666666666667,0.958333333333333,0.0416666666666667,0.114583333333333,0,0,0,3,0.447916666666666,472.375,1804.30107526882,4902.67741935484,0,3,3,3,2.14285714285714,3,2095.5,31,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-17,0.171847680722819,27,1276,120,110,60,68,23,21,13,3,57,7,3,608,878,271,0.510416666666667,1.70769230769231,0.927083333333333,3.52380952380952,23,12.3020833333333,7.48648648648649,0,1.83333333333333,0.40625,1.19791666666667,0.552083333333334,0,0.125,0.229166666666667,3,0.59375,422.946808510638,1914.21276595745,3900.62365591398,0,3,2.5,2,1.85714285714286,2,3309,69,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-18,0.262524019259489,17,1080,123,103,44,68,12,24,11,5,56,7,3,642,879,271,0.9375,3.19298245614035,0.895833333333333,3.93055555555556,32.4027777777778,18.9479166666667,8.41860465116279,0,2.75,0,0.927083333333333,0.354166666666667,0,0,0,3,2.25,492.010638297872,2391.46808510638,4599.06593406593,0.104166666666667,3,2,3,1.57142857142857,2.5,10187.3225806452,252.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-19,0.40262654417276,40,818,221,191,29,67,1,26,11,5,56,5,3,650,892,271,0.510416666666667,5.67058823529412,0.3125,4.22058823529412,30.8035714285714,22.5,24.4,0.788235294117646,3.66666666666667,0.105263157894737,2.24210526315789,0.642105263157895,0,0,0,3,1.49473684210526,553.173913043478,2122.79569892473,6471.16279069767,0.410526315789473,3,2.5,2.5,1.28571428571429,3,20612,199,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-06-20,0.264732443874669,29,627,212,206,77,58,0,14,12,2,51,7,3,688,864,271,0.75531914893617,2.87179487179487,0.478723404255319,5.16901408450704,17.5285714285714,26.9468085106383,11.7647058823529,0,2.02777777777778,0,0.40625,1.63541666666667,0.5,0,0.364583333333333,3,0.40625,461.494736842105,2148.35483870968,5136.05376344086,0.40625,3,3,2,1,3,12852.1379310345,30,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
